codigo_antiguo;codigo_nuevo;codigo_madre;codigo_madre2;codigo_region;region;seremi;perteneciente;TipoEstablecimiento;dependencia;nivel;nombre;codigo_comuna;nombre_comuna;Fecha Vigencia (Desde);codigo_ss_region
19-402;119402;;;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Dichato;08111;Tome;01-01-2009;19
19-403;119403;;;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Menque;08111;Tome;01-01-2009;19
19-404;119404;;;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Coliumo;08111;Tome;01-01-2009;19
19-601;119601;19-010;119010;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;;Servicio de Salud;Secundario;COSAM Hualpén;08112;Hualpén;01-01-2009;19
19-701;119701;19-301;119301;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar España;08112;Hualpén;01-01-2009;19
19-702;119702;19-307;119307;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar 8 de Mayo;08110;Talcahuano;01-01-2009;19
19-703;119703;19-304;119304;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Cosmito;08107;Penco;01-01-2009;19
19-704;119704;19-304;119304;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Los Forjadores;08107;Penco;01-01-2009;19
19-705;119705;19-307;119307;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Esmeralda;08110;Talcahuano;01-01-2009;19
19-706;119706;19-309;119309;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Rene Schneider;08112;Hualpén;01-01-2009;19
19-707;119707;19-309;119309;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Llafkelen;08112;Hualpén;01-01-2009;19
19-708;119708;19-305;119305;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar El Santo Esfuerzo de Todos;08111;Tome;01-01-2009;19
19-709;119709;19-309;119309;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Leocán Portus Govinden;08112;Hualpén;01-01-2009;19
19-710;119710;19-302;119302;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Libertad Gaete;08110;Talcahuano;01-01-2009;19
19-711;119711;19-308;119308;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Los Lobos la Gloria;08110;Talcahuano;01-01-2009;19
19-801;119801;19-301;119301;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;;Municipal;Primario;SAR Hualpencillo;08112;Hualpén;01-01-2009;19
19-802;119802;19-302;119302;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;;Municipal;Primario;SAR San Vicente;08110;Talcahuano;01-01-2009;19
19-803;119803;19-307;119307;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;;Municipal;Primario;SAPU Paulina Avendaño Pereda;08110;Talcahuano;01-01-2009;19
19-804;119804;19-304;119304;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;;Municipal;Primario;SAR Penco;08107;Penco;01-01-2009;19
19-805;119805;19-305;119305;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;;Municipal;Primario;SAR Dr. Alberto Reyes;08111;Tome;01-01-2009;19
19-807;119807;19-303;119303;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;;Municipal;Primario;SAPU Alcalde Leocán Portus;08110;Talcahuano;01-01-2009;19
19-808;119808;19-308;119308;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;;Municipal;Primario;SAPU Los Cerros;08110;Talcahuano;01-01-2009;19
19-809;119809;19-309;119309;8;Del Bíobío;Servicio de Salud Talcahuano;Perteneciente;;Municipal;Primario;SAPU Talcahuano Sur;08112;Hualpén;01-01-2009;19
20-010;120010;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Dirección Servicio de Salud;Servicio de Salud;No Aplica;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Bíobío);08301;Los Ángeles;01-01-2009;20
20-011;120011;20-010;120010;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;;Servicio de Salud;No Aplica;PRAIS (S.S Bíobío);08301;Los Ángeles;01-01-2009;20
20-012;120012;20-010;120010;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Clínica Dental Móvil;Servicio de Salud;Primario;Clínica Dental Móvil Triple. Pat. UW9511 (Huepil);08312;Tucapel;01-01-2009;20
20-013;120013;20-010;120010;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Clínica Dental Móvil;Servicio de Salud;Primario;Clínica Dental Móvil Triple. Pat. NW6995 (Santa Bárbara);08311;Santa Bárbara;01-01-2009;20
20-014;120014;20-010;120010;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Clínica Dental Móvil;Servicio de Salud;Primario;Clínica Dental Móvil Triple. Pat. NW6996 (Yumbel);08313;Yumbel;01-01-2009;20
20-101;120101;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Establecimiento Alta Complejidad;Servicio de Salud;Terciario;Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles);08301;Los Ángeles;01-01-2009;20
20-102;120102;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Establecimiento Baja Complejidad;Servicio de Salud;Terciario;Hospital de Mulchén;08305;Mulchén;01-01-2009;20
20-103;120103;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Establecimiento Baja Complejidad;Servicio de Salud;Terciario;Hospital Comunitario y Familiar de Nacimiento;08306;Nacimiento;01-01-2009;20
20-104;120104;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Establecimiento Baja Complejidad;Servicio de Salud;Terciario;Hospital Comunitario de Yumbel;08313;Yumbel;01-01-2009;20
20-105;120105;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Establecimiento Baja Complejidad;Servicio de Salud;Terciario;Hospital Comunitario de Laja;08304;Laja;01-01-2009;20
20-106;120106;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Establecimiento Baja Complejidad;Servicio de Salud;Terciario;Hospital Comunitario de Santa Bárbara;08311;Santa Bárbara;01-01-2009;20
20-107;120107;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Establecimiento Baja Complejidad;Servicio de Salud;Terciario;Hospital Comunitario Dr. Roberto Muñoz Urrutia de Huépil;08312;Tucapel;01-01-2009;20
20-202;120202;;;8;Del Bíobío;SEREMI Del Biobío;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico AChS Los ángeles;08301;Los Ángeles;01-01-2009;8
20-205;120205;;;8;Del Bíobío;SEREMI Del Biobío;No Perteneciente;Clínica;Privado;No Aplica;Clínica Adventista;08301;Los Ángeles;01-01-2009;8
20-207;120207;;;8;Del Bíobío;SEREMI Del Biobío;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico AChS Subregional Nacimiento;08306;Nacimiento;01-01-2009;8
20-208;120208;;;8;Del Bíobío;SEREMI Del Biobío;No Perteneciente;Clínica;Privado;No Aplica;Clínica Los Andes;08301;Los Ángeles;01-01-2009;8
20-213;120213;;;8;Del Bíobío;SEREMI Del Biobío;No Perteneciente;Hospital (No perteneciente al SNSS);Privado;No Aplica;Hospital Mutual de Seguridad CChC Los Ángeles;08301;Los Ángeles;01-01-2009;8
20-221;120221;;;8;Del Bíobío;SEREMI Del Biobío;No Perteneciente;Centro Médico y Dental;Privado;No Aplica;Megasalud S.A. Centro Médico y Dental Los Ángeles;08301;Los Ángeles;01-01-2009;8
20-222;120222;;;8;Del Bíobío;SEREMI Del Biobío;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Central Kojchen y Compañía Limitada;08301;Los Ángeles;01-01-2009;8
20-223;120223;;;8;Del Bíobío;SEREMI Del Biobío;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Cordillera;08301;Los Ángeles;01-01-2009;8
20-224;120224;;;8;Del Bíobío;SEREMI Del Biobío;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Biomec;08303;Cabrero;01-01-2009;8
20-225;120225;;;8;Del Bíobío;SEREMI Del Biobío;No Perteneciente;Vacunatorio;Privado;No Aplica;Vacunatorio Buena Salud;08301;Los Ángeles;01-01-2009;8
20-301;120301;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Nororiente de Los Ángeles;08301;Los Ángeles;01-01-2009;20
20-302;120302;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Santa Fe;08301;Los Ángeles;01-01-2009;20
20-303;120303;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Antuco;08302;Antuco;01-01-2009;20
20-304;120304;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Monteaguila;08303;Cabrero;01-01-2009;20
20-305;120305;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Lautaro Cáceres Ramos;08303;Cabrero;01-01-2009;20
20-306;120306;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Quilleco;08309;Quilleco;01-01-2009;20
20-307;120307;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Yanequén;08307;Negrete;01-01-2009;20
20-308;120308;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Dr. Carlos Echeverría Véjar;08310;San Rosendo;01-01-2009;20
20-309;120309;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar 2 Septiembre;08301;Los Ángeles;01-01-2009;20
20-310;120310;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Norte de Los Ángeles;08301;Los Ángeles;01-01-2009;20
20-311;120311;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Paillihue;08301;Los Ángeles;01-01-2009;20
20-312;120312;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Ralco;08314;Alto Biobío;01-01-2009;20
20-313;120313;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Yumbel Estación;08313;Yumbel;01-01-2009;20
20-314;120314;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Canteras Villa Mercedes;08309;Quilleco;01-01-2009;20
20-315;120315;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Nuevo Horizonte;08301;Los Ángeles;01-01-2009;20
20-316;120316;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Consultorio General Rural;Municipal;Primario;Consultorio General Rural Quilaco;08308;Quilaco;01-01-2013;20
20-401;120401;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Millantú;08301;Los Ángeles;01-01-2009;20
20-402;120402;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Chacayal Norte;08301;Los Ángeles;01-01-2009;20
20-403;120403;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural El Durazno ( Los Ángeles);08301;Los Ángeles;01-01-2009;20
20-404;120404;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Los Molinos;08301;Los Ángeles;01-01-2009;20
20-405;120405;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Llano Blanco;08301;Los Ángeles;01-01-2009;20
20-406;120406;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Los Troncos;08301;Los Ángeles;01-01-2009;20
20-407;120407;20-311;120311;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar El Peral;08301;Los Ángeles;01-01-2009;20
20-408;120408;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural San Carlos;08301;Los Ángeles;01-01-2009;20
20-409;120409;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Mesamávida (Los Ángeles);08301;Los Ángeles;01-01-2009;20
20-410;120410;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural San Gerardo;08301;Los Ángeles;01-01-2009;20
20-411;120411;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Dicahue;08301;Los Ángeles;01-01-2009;20
20-412;120412;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Salto del Laja;08301;Los Ángeles;01-01-2009;20
20-413;120413;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Los Robles (Los Ángeles);08301;Los Ángeles;01-01-2009;20
20-414;120414;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Alborada;08301;Los Ángeles;01-01-2009;20
20-415;120415;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Los Canelos (Antuco);08302;Antuco;01-01-2009;20
20-416;120416;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural El Cisne;08305;Mulchén;01-01-2009;20
20-417;120417;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Tierras Libres;08305;Mulchén;01-01-2009;20
20-418;120418;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Santa Adriana;08305;Mulchén;01-01-2009;20
20-419;120419;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural La Colonia;08304;Laja;01-01-2009;20
20-420;120420;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Santa Elena (Laja);08304;Laja;01-01-2009;20
20-421;120421;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Puente Perales;08304;Laja;01-01-2009;20
20-422;120422;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Dollinco (Nacimiento);08306;Nacimiento;01-01-2009;20
20-423;120423;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Culenco;08306;Nacimiento;01-01-2009;20
20-424;120424;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Choroico (Nacimiento);08306;Nacimiento;01-01-2009;20
20-425;120425;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Coigue;08307;Negrete;01-01-2009;20
20-426;120426;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Millapoa;08306;Nacimiento;01-01-2009;20
20-427;120427;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Carrizal;08306;Nacimiento;01-01-2009;20
20-428;120428;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural San Roque;08306;Nacimiento;01-01-2009;20
20-429;120429;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Rihue;08307;Negrete;01-01-2009;20
20-430;120430;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Rucamanqui;08312;Tucapel;01-01-2009;20
20-431;120431;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Rucalhue;08308;Quilaco;01-01-2009;20
20-432;120432;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Loncopangue;08308;Quilaco;01-01-2009;20
20-434;120434;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Campamento;08308;Quilaco;01-01-2009;20
20-435;120435;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Tinajón;08309;Quilleco;01-01-2009;20
20-436;120436;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Turquía;08310;San Rosendo;01-01-2009;20
20-438;120438;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Piñiquihue;08308;Quilaco;01-01-2009;20
20-441;120441;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Pitril;08314;Alto Biobío;01-01-2009;20
20-442;120442;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Villucura;08311;Santa Bárbara;01-01-2009;20
20-443;120443;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural El Huachi;08311;Santa Bárbara;01-01-2009;20
20-444;120444;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Callaqui;08314;Alto Biobío;01-01-2009;20
20-445;120445;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Trapa Trapa;08314;Alto Biobío;01-01-2009;20
20-447;120447;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Los Boldos;08311;Santa Bárbara;01-01-2009;20
20-448;120448;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Ralco Lepoy;08314;Alto Biobío;01-01-2009;20
20-449;120449;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Malla Malla;08314;Alto Biobío;01-01-2009;20
20-450;120450;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Malla Palmucho;08314;Alto Biobío;01-01-2009;20
20-451;120451;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural La Aguada;08313;Yumbel;01-01-2009;20
20-452;120452;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Rere;08313;Yumbel;01-01-2009;20
20-453;120453;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Tomeco;08313;Yumbel;01-01-2009;20
20-454;120454;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Río Claro;08313;Yumbel;01-01-2009;20
20-455;120455;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Chillancito;08303;Cabrero;01-01-2009;20
20-456;120456;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Charrúa;08303;Cabrero;01-01-2009;20
20-457;120457;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Colicheo;08303;Cabrero;01-01-2009;20
20-458;120458;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Consultorio General Rural;Municipal;Primario;Consultorio General Rural Tucapel;08312;Tucapel;01-01-2009;20
20-459;120459;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Trupán;08312;Tucapel;01-01-2009;20
20-460;120460;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Polcura;08312;Tucapel;01-01-2009;20
20-461;120461;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Quinel;08303;Cabrero;01-01-2009;20
20-462;120462;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Río Pardo;08309;Quilleco;01-01-2009;20
20-463;120463;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Cañicura;08309;Quilleco;01-01-2009;20
20-464;120464;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Cauñicú;08314;Alto Biobío;01-01-2009;20
20-465;120465;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Mañihual;08305;Mulchén;01-01-2009;20
20-466;120466;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Rapelco;08305;Mulchén;01-01-2009;20
20-467;120467;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Chacayal Sur;08301;Los Ángeles;01-01-2009;20
20-468;120468;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Virquenco;08301;Los Ángeles;01-01-2009;20
20-469;120469;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Los Junquillos;08311;Santa Bárbara;01-01-2009;20
20-470;120470;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Alhuelemu;08305;Mulchén;01-01-2009;20
20-471;120471;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Butalelbum;08314;Alto Biobío;01-01-2009;20
20-472;120472;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural El Castillo;08311;Santa Bárbara;01-01-2009;20
20-473;120473;;;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Canchillas;08313;Yumbel;01-01-2009;20
20-701;120701;20-301;120301;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Galvarino;08301;Los Ángeles;01-01-2009;20
20-702;120702;20-302;120302;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;;Servicio de Salud;Primario;Centro Comunitario de Salud Familiar Mulchén;08305;Mulchén;01-01-2009;20
20-703;120703;20-303;120303;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;;Servicio de Salud;Primario;Centro Comunitario de Salud Familiar Julio Hemmelmann;08306;Nacimiento;01-01-2009;20
20-704;120704;20-304;120304;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;;Servicio de Salud;Primario;Centro Comunitario de Salud Familiar Lautaro;08306;Nacimiento;01-01-2009;20
20-710;120710;20-310;120310;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Los Pioneros;08301;Los Ángeles;01-01-2009;20
20-711;120711;20-311;120311;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Villa Los Ríos;08301;Los Ángeles;01-01-2009;20
20-780;120780;20-311;120311;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Los Carrera;08301;Los Ángeles;01-01-2009;20
20-781;120781;20-310;120310;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Las Azaleas;08301;Los Ángeles;01-01-2009;20
20-805;120805;20-305;120305;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;;Municipal;Primario;SAR Cabrero;08303;Cabrero;01-01-2009;20
20-811;120811;20-311;120311;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;;Municipal;Primario;SAPU Paillihue;08301;Los Ángeles;01-01-2009;20
20-815;120815;20-310;120310;8;Del Bíobío;Servicio de Salud Biobío;Perteneciente;;Municipal;Primario;SAR Norte;08301;Los Ángeles;01-01-2009;20
21-010;121010;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Dirección Servicio de Salud;Servicio de Salud;No Aplica;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Araucanía Sur);09101;Temuco;01-01-2009;21
21-011;121011;21-010;121010;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;;Servicio de Salud;No Aplica;PRAIS (S.S Araucanía Sur);09101;Temuco;01-01-2009;21
21-012;121012;21-010;121010;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Clínica Dental Móvil;Servicio de Salud;Primario;Clínica Dental Móvil Doble. Pat. BBZV83 (Temuco);09101;Temuco;01-01-2009;21
